name,train_mrr,val_mrr,mrr,hit@1,val_hit@1,recall@10,val_recall@10,ndcg@5
"dense+expand[k30,sum,h1,a1.2]",0.2805,0.2123,0.2532,0.125,0.0625,0.5,0.4375,0.2622
"dense+expand[k30,sum,h1,a2.0]",0.2463,0.1944,0.2255,0.1,0.0625,0.45,0.375,0.2414
"dense+expand[k30,sum,h2,a0.02]",0.5042,0.4146,0.4684,0.35,0.3125,0.725,0.625,0.4288
"dense+expand[k30,sum,h2,a0.05]",0.5118,0.3886,0.4625,0.325,0.25,0.775,0.6875,0.4277
"dense+expand[k30,sum,h2,a0.1]",0.55,0.3551,0.4721,0.35,0.1875,0.775,0.6875,0.4111
"dense+expand[k30,sum,h2,a0.2]",0.47,0.3407,0.4183,0.275,0.1875,0.8,0.75,0.3838
"dense+expand[k30,sum,h2,a0.3]",0.4491,0.3324,0.4024,0.25,0.1875,0.8,0.75,0.3949
"dense+expand[k30,sum,h2,a0.5]",0.4054,0.3381,0.3785,0.225,0.1875,0.8,0.75,0.3722
"dense+expand[k30,sum,h2,a0.8]",0.3596,0.3529,0.3569,0.225,0.25,0.7,0.6875,0.3334
"dense+expand[k30,sum,h2,a1.2]",0.2919,0.3187,0.3027,0.15,0.1875,0.625,0.625,0.2963
"dense+expand[k30,sum,h2,a2.0]",0.2492,0.3003,0.2696,0.125,0.1875,0.55,0.5,0.2771
"dense+expand[k30,mean,h1,a0.02]",0.5051,0.4126,0.4681,0.35,0.3125,0.7,0.625,0.4301
"dense+expand[k30,mean,h1,a0.05]",0.4901,0.3815,0.4467,0.3,0.25,0.7,0.625,0.4188
"dense+expand[k30,mean,h1,a0.1]",0.4685,0.3875,0.4361,0.275,0.25,0.725,0.6875,0.4094
"dense+expand[k30,mean,h1,a0.2]",0.5022,0.3427,0.4384,0.275,0.125,0.7,0.6875,0.4081
"dense+expand[k30,mean,h1,a0.3]",0.4199,0.2524,0.3529,0.2,0.0625,0.675,0.6875,0.3403
"dense+expand[k30,mean,h1,a0.5]",0.3652,0.2612,0.3236,0.2,0.125,0.575,0.5625,0.2982
"dense+expand[k30,mean,h1,a0.8]",0.2687,0.1747,0.2311,0.1,0.0625,0.425,0.3125,0.1909
"dense+expand[k30,mean,h1,a1.2]",0.1958,0.142,0.1743,0.05,0.0625,0.375,0.3125,0.1449
"dense+expand[k30,mean,h1,a2.0]",0.1674,0.0728,0.1295,0.025,0.0,0.325,0.25,0.117
"dense+expand[k30,mean,h2,a0.02]",0.5022,0.4188,0.4688,0.35,0.3125,0.7,0.625,0.4395
"dense+expand[k30,mean,h2,a0.05]",0.4836,0.4223,0.4591,0.325,0.3125,0.7,0.625,0.442
"dense+expand[k30,mean,h2,a0.1]",0.4597,0.3994,0.4356,0.275,0.25,0.75,0.75,0.423
"dense+expand[k30,mean,h2,a0.2]",0.4221,0.3825,0.4063,0.225,0.1875,0.75,0.75,0.4017
"dense+expand[k30,mean,h2,a0.3]",0.4027,0.381,0.394,0.225,0.1875,0.725,0.75,0.3731
"dense+expand[k30,mean,h2,a0.5]",0.36,0.3684,0.3633,0.25,0.25,0.7,0.75,0.3309
"dense+expand[k30,mean,h2,a0.8]",0.3082,0.3515,0.3255,0.2,0.25,0.625,0.625,0.2891
"dense+expand[k30,mean,h2,a1.2]",0.2685,0.2985,0.2805,0.15,0.1875,0.6,0.625,0.2342
"dense+expand[k30,mean,h2,a2.0]",0.2163,0.1925,0.2068,0.075,0.0625,0.475,0.4375,0.1756
"dense+expand[k30,sym,h1,a0.02]",0.5025,0.3832,0.4548,0.325,0.25,0.7,0.625,0.4253
"dense+expand[k30,sym,h1,a0.05]",0.4821,0.3884,0.4446,0.3,0.25,0.7,0.625,0.4331
"dense+expand[k30,sym,h1,a0.1]",0.4835,0.4041,0.4517,0.3,0.25,0.8,0.75,0.4231
"dense+expand[k30,sym,h1,a0.2]",0.4594,0.3683,0.423,0.25,0.125,0.775,0.75,0.4086
"dense+expand[k30,sym,h1,a0.3]",0.4369,0.3444,0.3999,0.275,0.1875,0.7,0.75,0.3697
"dense+expand[k30,sym,h1,a0.5]",0.3935,0.2729,0.3452,0.225,0.125,0.6,0.625,0.3109
"dense+expand[k30,sym,h1,a0.8]",0.3526,0.2157,0.2978,0.2,0.125,0.55,0.5,0.2553
"dense+expand[k30,sym,h1,a1.2]",0.3134,0.1558,0.2503,0.15,0.0625,0.475,0.4375,0.2135
"dense+expand[k30,sym,h1,a2.0]",0.2947,0.1239,0.2263,0.15,0.0625,0.4,0.375,0.181
"dense+expand[k30,sym,h2,a0.02]",0.5003,0.3879,0.4554,0.325,0.25,0.7,0.625,0.4352
"dense+expand[k30,sym,h2,a0.05]",0.5005,0.3908,0.4566,0.325,0.25,0.725,0.625,0.4289
"dense+expand[k30,sym,h2,a0.1]",0.5249,0.4105,0.4791,0.35,0.25,0.75,0.6875,0.4398
"dense+expand[k30,sym,h2,a0.2]",0.4533,0.3857,0.4263,0.275,0.1875,0.775,0.75,0.4123
"dense+expand[k30,sym,h2,a0.3]",0.4263,0.354,0.3974,0.225,0.125,0.775,0.75,0.3939
"dense+expand[k30,sym,h2,a0.5]",0.4004,0.3492,0.3799,0.25,0.1875,0.725,0.75,0.3517
"dense+expand[k30,sym,h2,a0.8]",0.3701,0.3146,0.3479,0.225,0.1875,0.675,0.625,0.3312
"dense+expand[k30,sym,h2,a1.2]",0.3456,0.3082,0.3306,0.2,0.1875,0.65,0.625,0.3056
"dense+expand[k30,sym,h2,a2.0]",0.3196,0.2732,0.301,0.2,0.1875,0.6,0.625,0.2678
"dense+expand[k100,sum,h1,a0.02]",0.5038,0.4146,0.4681,0.35,0.3125,0.725,0.625,0.4288
"dense+expand[k100,sum,h1,a0.05]",0.5331,0.387,0.4747,0.35,0.25,0.75,0.625,0.4227
"dense+expand[k100,sum,h1,a0.1]",0.517,0.3592,0.4539,0.3,0.1875,0.775,0.6875,0.4168
"dense+expand[k100,sum,h1,a0.2]",0.4962,0.385,0.4517,0.3,0.25,0.775,0.6875,0.4209
"dense+expand[k100,sum,h1,a0.3]",0.4263,0.339,0.3914,0.225,0.1875,0.75,0.6875,0.3919
"dense+expand[k100,sum,h1,a0.5]",0.3033,0.2989,0.3015,0.15,0.1875,0.725,0.6875,0.2932
"dense+expand[k100,sum,h1,a0.8]",0.2484,0.2179,0.2362,0.1,0.0625,0.475,0.375,0.2385
"dense+expand[k100,sum,h1,a1.2]",0.2233,0.1912,0.2105,0.1,0.0625,0.45,0.3125,0.212
"dense+expand[k100,sum,h1,a2.0]",0.213,0.1747,0.1977,0.1,0.0625,0.425,0.3125,0.2029
"dense+expand[k100,sum,h2,a0.02]",0.5038,0.4145,0.4681,0.35,0.3125,0.725,0.625,0.4288
"dense+expand[k100,sum,h2,a0.05]",0.5117,0.4175,0.474,0.35,0.3125,0.775,0.6875,0.4301
"dense+expand[k100,sum,h2,a0.1]",0.5342,0.418,0.4877,0.375,0.3125,0.775,0.6875,0.432
"dense+expand[k100,sum,h2,a0.2]",0.4677,0.3123,0.4055,0.25,0.125,0.775,0.6875,0.3749
"dense+expand[k100,sum,h2,a0.3]",0.4157,0.3173,0.3764,0.225,0.1875,0.7,0.6875,0.3633
"dense+expand[k100,sum,h2,a0.5]",0.304,0.2425,0.2794,0.1,0.0625,0.675,0.6875,0.275
"dense+expand[k100,sum,h2,a0.8]",0.2416,0.191,0.2213,0.05,0.0625,0.6,0.5625,0.2267
"dense+expand[k100,sum,h2,a1.2]",0.2126,0.1572,0.1904,0.05,0.0625,0.425,0.375,0.1968
"dense+expand[k100,sum,h2,a2.0]",0.176,0.1419,0.1623,0.05,0.0625,0.425,0.375,0.174
"dense+expand[k100,mean,h1,a0.02]",0.5028,0.3816,0.4543,0.325,0.25,0.7,0.625,0.4217
"dense+expand[k100,mean,h1,a0.05]",0.5032,0.3816,0.4545,0.325,0.25,0.7,0.625,0.4217
"dense+expand[k100,mean,h1,a0.1]",0.4849,0.3839,0.4445,0.3,0.25,0.725,0.6875,0.4157
"dense+expand[k100,mean,h1,a0.2]",0.4762,0.3511,0.4261,0.3,0.1875,0.7,0.625,0.383
"dense+expand[k100,mean,h1,a0.3]",0.4356,0.2755,0.3716,0.25,0.125,0.675,0.625,0.329
"dense+expand[k100,mean,h1,a0.5]",0.3678,0.2313,0.3132,0.2,0.125,0.55,0.4375,0.2681
"dense+expand[k100,mean,h1,a0.8]",0.3042,0.1568,0.2453,0.15,0.0625,0.425,0.375,0.2096
"dense+expand[k100,mean,h1,a1.2]",0.1865,0.1265,0.1625,0.05,0.0625,0.375,0.25,0.1479
"dense+expand[k100,mean,h1,a2.0]",0.1108,0.0863,0.101,0.0,0.0,0.325,0.1875,0.0943
"dense+expand[k100,mean,h2,a0.02]",0.5028,0.3852,0.4558,0.325,0.25,0.7,0.625,0.4314
"dense+expand[k100,mean,h2,a0.05]",0.5058,0.3883,0.4588,0.325,0.25,0.725,0.625,0.4333
"dense+expand[k100,mean,h2,a0.1]",0.5044,0.3953,0.4607,0.325,0.25,0.75,0.6875,0.4245
"dense+expand[k100,mean,h2,a0.2]",0.4762,0.3611,0.4302,0.275,0.1875,0.75,0.6875,0.4095
"dense+expand[k100,mean,h2,a0.3]",0.4689,0.3172,0.4082,0.25,0.125,0.725,0.6875,0.3903
"dense+expand[k100,mean,h2,a0.5]",0.4069,0.2457,0.3424,0.2,0.125,0.625,0.5625,0.3247
"dense+expand[k100,mean,h2,a0.8]",0.3167,0.2212,0.2785,0.15,0.125,0.6,0.5,0.2669
"dense+expand[k100,mean,h2,a1.2]",0.1928,0.1584,0.179,0.05,0.0625,0.5,0.375,0.1701
"dense+expand[k100,mean,h2,a2.0]",0.1731,0.146,0.1623,0.05,0.0625,0.425,0.25,0.1581
"dense+expand[k100,sym,h1,a0.02]",0.5042,0.383,0.4557,0.325,0.25,0.725,0.625,0.4217
"dense+expand[k100,sym,h1,a0.05]",0.5064,0.3851,0.4579,0.325,0.25,0.725,0.625,0.4217
"dense+expand[k100,sym,h1,a0.1]",0.5049,0.3731,0.4522,0.325,0.25,0.75,0.6875,0.4209
"dense+expand[k100,sym,h1,a0.2]",0.4972,0.4022,0.4592,0.325,0.25,0.75,0.6875,0.4132
"dense+expand[k100,sym,h1,a0.3]",0.5047,0.3013,0.4233,0.3,0.125,0.65,0.5625,0.3834
"dense+expand[k100,sym,h1,a0.5]",0.4072,0.2273,0.3352,0.225,0.125,0.575,0.5,0.3095
"dense+expand[k100,sym,h1,a0.8]",0.3588,0.1511,0.2757,0.175,0.0625,0.525,0.4375,0.2483
"dense+expand[k100,sym,h1,a1.2]",0.3418,0.1233,0.2544,0.175,0.0625,0.4,0.1875,0.225
"dense+expand[k100,sym,h1,a2.0]",0.2632,0.1074,0.2009,0.125,0.0625,0.375,0.1875,0.1866
"dense+expand[k100,sym,h2,a0.02]",0.5033,0.3851,0.456,0.325,0.25,0.7,0.625,0.4314
"dense+expand[k100,sym,h2,a0.05]",0.5055,0.3895,0.4591,0.325,0.25,0.725,0.625,0.436
"dense+expand[k100,sym,h2,a0.1]",0.5127,0.3958,0.466,0.325,0.25,0.775,0.6875,0.4299
"dense+expand[k100,sym,h2,a0.2]",0.5025,0.4137,0.467,0.325,0.25,0.75,0.6875,0.4341
"dense+expand[k100,sym,h2,a0.3]",0.4484,0.3453,0.4071,0.225,0.125,0.725,0.6875,0.4094
"dense+expand[k100,sym,h2,a0.5]",0.4238,0.2675,0.3613,0.225,0.125,0.675,0.5625,0.3461
"dense+expand[k100,sym,h2,a0.8]",0.3386,0.2243,0.2929,0.175,0.125,0.6,0.5625,0.2779
"dense+expand[k100,sym,h2,a1.2]",0.2816,0.2061,0.2514,0.15,0.125,0.575,0.5,0.2406
"dense+expand[k100,sym,h2,a2.0]",0.2714,0.1832,0.2361,0.15,0.125,0.5,0.375,0.2227
"dense+expand_sel[k10,sum,h1,a0.02]",0.513,0.3866,0.4625,0.325,0.25,0.7,0.625,0.4286
"dense+expand_sel[k10,sum,h1,a0.05]",0.5366,0.395,0.48,0.35,0.25,0.725,0.625,0.4351
"dense+expand_sel[k10,sum,h1,a0.1]",0.5206,0.3704,0.4605,0.3,0.1875,0.7,0.625,0.43
"dense+expand_sel[k10,sum,h1,a0.2]",0.466,0.4007,0.4399,0.25,0.25,0.75,0.6875,0.4326
"dense+expand_sel[k10,sum,h1,a0.3]",0.453,0.4013,0.4323,0.25,0.25,0.75,0.6875,0.4315
"dense+expand_sel[k10,sum,h1,a0.5]",0.3489,0.3305,0.3415,0.175,0.1875,0.7,0.5625,0.3656
"dense+expand_sel[k10,sum,h1,a0.8]",0.2958,0.2616,0.2821,0.125,0.125,0.65,0.5625,0.3033
"dense+expand_sel[k10,sum,h1,a1.2]",0.2632,0.2493,0.2576,0.1,0.125,0.65,0.625,0.2859
"dense+expand_sel[k10,sum,h1,a2.0]",0.2457,0.2452,0.2455,0.1,0.125,0.6,0.5625,0.2719
"dense+expand_sel[k10,sum,h2,a0.02]",0.5102,0.383,0.4593,0.325,0.25,0.7,0.625,0.4238
"dense+expand_sel[k10,sum,h2,a0.05]",0.5101,0.3872,0.4609,0.325,0.25,0.7,0.625,0.4083
"dense+expand_sel[k10,sum,h2,a0.1]",0.5144,0.3514,0.4492,0.3,0.1875,0.7,0.625,0.4129
"dense+expand_sel[k10,sum,h2,a0.2]",0.4857,0.3484,0.4308,0.275,0.1875,0.8,0.75,0.4163
"dense+expand_sel[k10,sum,h2,a0.3]",0.4675,0.3407,0.4168,0.25,0.1875,0.8,0.75,0.4098
"dense+expand_sel[k10,sum,h2,a0.5]",0.4776,0.3499,0.4265,0.275,0.1875,0.775,0.8125,0.394
"dense+expand_sel[k10,sum,h2,a0.8]",0.4463,0.3497,0.4077,0.25,0.1875,0.775,0.8125,0.3906
"dense+expand_sel[k10,sum,h2,a1.2]",0.4131,0.3404,0.384,0.225,0.1875,0.725,0.75,0.3797
"dense+expand_sel[k10,sum,h2,a2.0]",0.3326,0.3372,0.3344,0.15,0.1875,0.65,0.5625,0.3408
"dense+expand_sel[k10,mean,h1,a0.02]",0.506,0.4117,0.4683,0.35,0.3125,0.7,0.625,0.4301
"dense+expand_sel[k10,mean,h1,a0.05]",0.5081,0.3807,0.4572,0.325,0.25,0.7,0.625,0.4254
"dense+expand_sel[k10,mean,h1,a0.1]",0.5149,0.3826,0.462,0.325,0.25,0.7,0.625,0.4274
"dense+expand_sel[k10,mean,h1,a0.2]",0.5007,0.2741,0.4101,0.275,0.125,0.7,0.625,0.398
"dense+expand_sel[k10,mean,h1,a0.3]",0.4334,0.2266,0.3507,0.2,0.0625,0.675,0.625,0.3377
"dense+expand_sel[k10,mean,h1,a0.5]",0.2718,0.1493,0.2228,0.1,0.0625,0.6,0.4375,0.1746
"dense+expand_sel[k10,mean,h1,a0.8]",0.1445,0.1262,0.1372,0.05,0.0625,0.35,0.1875,0.0823
"dense+expand_sel[k10,mean,h1,a1.2]",0.1194,0.072,0.1005,0.025,0.0,0.275,0.1875,0.059
"dense+expand_sel[k10,mean,h1,a2.0]",0.0959,0.0444,0.0753,0.025,0.0,0.125,0.0625,0.045
"dense+expand_sel[k10,mean,h2,a0.02]",0.5041,0.4117,0.4672,0.35,0.3125,0.7,0.625,0.4227
"dense+expand_sel[k10,mean,h2,a0.05]",0.4855,0.3799,0.4432,0.3,0.25,0.7,0.625,0.4139
"dense+expand_sel[k10,mean,h2,a0.1]",0.5063,0.3801,0.4558,0.325,0.25,0.7,0.625,0.4118
"dense+expand_sel[k10,mean,h2,a0.2]",0.4443,0.2782,0.3779,0.225,0.125,0.675,0.625,0.3879
"dense+expand_sel[k10,mean,h2,a0.3]",0.4167,0.2577,0.3531,0.2,0.125,0.675,0.625,0.3639
"dense+expand_sel[k10,mean,h2,a0.5]",0.302,0.1632,0.2465,0.1,0.0625,0.625,0.5625,0.217
"dense+expand_sel[k10,mean,h2,a0.8]",0.1702,0.1286,0.1536,0.05,0.0625,0.4,0.1875,0.1094
"dense+expand_sel[k10,mean,h2,a1.2]",0.1272,0.0763,0.1068,0.025,0.0,0.3,0.1875,0.0516
"dense+expand_sel[k10,mean,h2,a2.0]",0.1125,0.0586,0.0909,0.025,0.0,0.2,0.125,0.0497
"dense+expand_sel[k10,sym,h1,a0.02]",0.5061,0.3883,0.459,0.325,0.25,0.7,0.625,0.4338
"dense+expand_sel[k10,sym,h1,a0.05]",0.5078,0.4014,0.4653,0.325,0.25,0.725,0.625,0.4316
"dense+expand_sel[k10,sym,h1,a0.1]",0.495,0.4036,0.4584,0.3,0.25,0.7,0.625,0.4431
"dense+expand_sel[k10,sym,h1,a0.2]",0.5615,0.3828,0.49,0.375,0.25,0.7,0.625,0.4569
"dense+expand_sel[k10,sym,h1,a0.3]",0.5288,0.363,0.4625,0.35,0.25,0.725,0.6875,0.4451
"dense+expand_sel[k10,sym,h1,a0.5]",0.4242,0.2377,0.3496,0.225,0.125,0.7,0.625,0.3443
"dense+expand_sel[k10,sym,h1,a0.8]",0.2816,0.2126,0.254,0.125,0.125,0.55,0.375,0.2353
"dense+expand_sel[k10,sym,h1,a1.2]",0.2615,0.1886,0.2323,0.125,0.125,0.55,0.375,0.2126
"dense+expand_sel[k10,sym,h1,a2.0]",0.2158,0.1779,0.2006,0.1,0.125,0.375,0.1875,0.1931
"dense+expand_sel[k10,sym,h2,a0.02]",0.5046,0.3882,0.458,0.325,0.25,0.7,0.625,0.4265
"dense+expand_sel[k10,sym,h2,a0.05]",0.5064,0.3887,0.4593,0.325,0.25,0.725,0.625,0.4143
"dense+expand_sel[k10,sym,h2,a0.1]",0.4876,0.4009,0.4529,0.3,0.25,0.725,0.625,0.4327
"dense+expand_sel[k10,sym,h2,a0.2]",0.5109,0.357,0.4493,0.3,0.1875,0.725,0.625,0.4419
"dense+expand_sel[k10,sym,h2,a0.3]",0.4509,0.3614,0.4151,0.225,0.1875,0.725,0.625,0.4362
"dense+expand_sel[k10,sym,h2,a0.5]",0.4163,0.2805,0.362,0.2,0.125,0.725,0.625,0.396
"dense+expand_sel[k10,sym,h2,a0.8]",0.3374,0.2168,0.2892,0.15,0.0625,0.7,0.5625,0.3177
"dense+expand_sel[k10,sym,h2,a1.2]",0.2954,0.1889,0.2528,0.125,0.0625,0.625,0.5,0.2527
"dense+expand_sel[k10,sym,h2,a2.0]",0.2776,0.1582,0.2298,0.125,0.0625,0.575,0.4375,0.2199
"dense+expand_sel[k30,sum,h1,a0.02]",0.5131,0.3834,0.4612,0.325,0.25,0.7,0.625,0.4252
"dense+expand_sel[k30,sum,h1,a0.05]",0.5448,0.3904,0.483,0.35,0.25,0.725,0.625,0.4327
"dense+expand_sel[k30,sum,h1,a0.1]",0.5444,0.3801,0.4787,0.325,0.1875,0.75,0.6875,0.4505
"dense+expand_sel[k30,sum,h1,a0.2]",0.4961,0.4136,0.4631,0.3,0.25,0.75,0.6875,0.4381
"dense+expand_sel[k30,sum,h1,a0.3]",0.4352,0.3792,0.4128,0.225,0.1875,0.75,0.6875,0.4149
"dense+expand_sel[k30,sum,h1,a0.5]",0.348,0.3202,0.3369,0.175,0.1875,0.7,0.5625,0.3438
"dense+expand_sel[k30,sum,h1,a0.8]",0.2797,0.2746,0.2777,0.125,0.125,0.575,0.4375,0.2889
"dense+expand_sel[k30,sum,h1,a1.2]",0.2292,0.2267,0.2282,0.1,0.0625,0.55,0.4375,0.2345
"dense+expand_sel[k30,sum,h1,a2.0]",0.2102,0.1838,0.1996,0.1,0.0625,0.475,0.4375,0.1962
"dense+expand_sel[k30,sum,h2,a0.02]",0.5042,0.4146,0.4684,0.35,0.3125,0.725,0.625,0.4288
"dense+expand_sel[k30,sum,h2,a0.05]",0.5118,0.388,0.4623,0.325,0.25,0.775,0.6875,0.4203
"dense+expand_sel[k30,sum,h2,a0.1]",0.5096,0.3554,0.4479,0.3,0.1875,0.775,0.6875,0.3981
"dense+expand_sel[k30,sum,h2,a0.2]",0.4739,0.3356,0.4186,0.275,0.1875,0.825,0.75,0.3922
"dense+expand_sel[k30,sum,h2,a0.3]",0.4062,0.3334,0.3771,0.2,0.1875,0.775,0.75,0.3776
"dense+expand_sel[k30,sum,h2,a0.5]",0.3846,0.3382,0.3661,0.2,0.1875,0.775,0.75,0.3621
"dense+expand_sel[k30,sum,h2,a0.8]",0.334,0.3308,0.3327,0.175,0.1875,0.725,0.75,0.3329
"dense+expand_sel[k30,sum,h2,a1.2]",0.2957,0.3225,0.3064,0.15,0.1875,0.625,0.6875,0.3023
"dense+expand_sel[k30,sum,h2,a2.0]",0.2432,0.3034,0.2673,0.125,0.1875,0.55,0.5625,0.2826
"dense+expand_sel[k30,mean,h1,a0.02]",0.4842,0.4123,0.4555,0.325,0.3125,0.7,0.625,0.4271
"dense+expand_sel[k30,mean,h1,a0.05]",0.518,0.3826,0.4638,0.325,0.25,0.7,0.625,0.4387
"dense+expand_sel[k30,mean,h1,a0.1]",0.4978,0.3807,0.4509,0.325,0.25,0.7,0.625,0.4145
"dense+expand_sel[k30,mean,h1,a0.2]",0.5078,0.268,0.4119,0.3,0.125,0.65,0.625,0.3783
"dense+expand_sel[k30,mean,h1,a0.3]",0.4712,0.2487,0.3822,0.275,0.125,0.625,0.625,0.3467
"dense+expand_sel[k30,mean,h1,a0.5]",0.2777,0.1324,0.2196,0.1,0.0625,0.475,0.4375,0.1906
"dense+expand_sel[k30,mean,h1,a0.8]",0.1354,0.1052,0.1233,0.05,0.0625,0.35,0.1875,0.0891
"dense+expand_sel[k30,mean,h1,a1.2]",0.0891,0.0483,0.0728,0.025,0.0,0.125,0.0625,0.0452
"dense+expand_sel[k30,mean,h1,a2.0]",0.081,0.0256,0.0589,0.025,0.0,0.125,0.0625,0.0352
"dense+expand_sel[k30,mean,h2,a0.02]",0.5039,0.3806,0.4546,0.325,0.25,0.7,0.625,0.4157
"dense+expand_sel[k30,mean,h2,a0.05]",0.4906,0.3815,0.4469,0.3,0.25,0.7,0.625,0.4261
"dense+expand_sel[k30,mean,h2,a0.1]",0.4775,0.3843,0.4402,0.3,0.25,0.675,0.625,0.4101
"dense+expand_sel[k30,mean,h2,a0.2]",0.4773,0.2668,0.3931,0.25,0.125,0.65,0.625,0.3713
"dense+expand_sel[k30,mean,h2,a0.3]",0.4527,0.2542,0.3733,0.25,0.125,0.65,0.625,0.3644
"dense+expand_sel[k30,mean,h2,a0.5]",0.3387,0.1486,0.2626,0.15,0.0625,0.525,0.5,0.231
"dense+expand_sel[k30,mean,h2,a0.8]",0.2011,0.1096,0.1645,0.075,0.0625,0.4,0.25,0.1325
"dense+expand_sel[k30,mean,h2,a1.2]",0.119,0.0535,0.0928,0.025,0.0,0.275,0.125,0.0606
"dense+expand_sel[k30,mean,h2,a2.0]",0.0929,0.0336,0.0692,0.025,0.0,0.175,0.0625,0.0357
"dense+expand_sel[k30,sym,h1,a0.02]",0.5074,0.385,0.4584,0.325,0.25,0.725,0.625,0.4362
"dense+expand_sel[k30,sym,h1,a0.05]",0.5244,0.3939,0.4722,0.325,0.25,0.725,0.625,0.4476
"dense+expand_sel[k30,sym,h1,a0.1]",0.5546,0.4038,0.4943,0.35,0.25,0.725,0.625,0.4733
"dense+expand_sel[k30,sym,h1,a0.2]",0.6055,0.4328,0.5364,0.425,0.3125,0.75,0.6875,0.5045
"dense+expand_sel[k30,sym,h1,a0.3]",0.577,0.3526,0.4872,0.35,0.1875,0.75,0.6875,0.4773
"dense+expand_sel[k30,sym,h1,a0.5]",0.4751,0.2771,0.3959,0.25,0.125,0.725,0.625,0.4056
"dense+expand_sel[k30,sym,h1,a0.8]",0.3589,0.2057,0.2976,0.175,0.0625,0.625,0.5,0.3064
"dense+expand_sel[k30,sym,h1,a1.2]",0.3399,0.1749,0.2739,0.175,0.0625,0.575,0.4375,0.2862
"dense+expand_sel[k30,sym,h1,a2.0]",0.229,0.1517,0.1981,0.075,0.0625,0.425,0.3125,0.2141
"dense+expand_sel[k30,sym,h2,a0.02]",0.5147,0.3846,0.4627,0.325,0.25,0.725,0.625,0.4314
"dense+expand_sel[k30,sym,h2,a0.05]",0.5162,0.3925,0.4667,0.325,0.25,0.725,0.625,0.4416
"dense+expand_sel[k30,sym,h2,a0.1]",0.5252,0.3745,0.465,0.3,0.1875,0.725,0.625,0.458
"dense+expand_sel[k30,sym,h2,a0.2]",0.5761,0.4264,0.5162,0.4,0.3125,0.75,0.625,0.4783
"dense+expand_sel[k30,sym,h2,a0.3]",0.5396,0.3638,0.4693,0.325,0.1875,0.725,0.625,0.4597
"dense+expand_sel[k30,sym,h2,a0.5]",0.4524,0.2986,0.3909,0.225,0.125,0.7,0.5625,0.4148
"dense+expand_sel[k30,sym,h2,a0.8]",0.3929,0.2465,0.3344,0.2,0.125,0.65,0.5,0.3541
"dense+expand_sel[k30,sym,h2,a1.2]",0.3525,0.19,0.2875,0.175,0.0625,0.575,0.5,0.3067
"dense+expand_sel[k30,sym,h2,a2.0]",0.3205,0.1701,0.2604,0.15,0.0625,0.55,0.5,0.2762
"dense+expand_sel[k100,sum,h1,a0.02]",0.5109,0.414,0.4722,0.35,0.3125,0.725,0.625,0.4309
"dense+expand_sel[k100,sum,h1,a0.05]",0.536,0.3863,0.4761,0.35,0.25,0.75,0.625,0.424
"dense+expand_sel[k100,sum,h1,a0.1]",0.4984,0.3552,0.4411,0.275,0.1875,0.775,0.6875,0.4232
"dense+expand_sel[k100,sum,h1,a0.2]",0.4768,0.3537,0.4276,0.275,0.1875,0.75,0.6875,0.4056
"dense+expand_sel[k100,sum,h1,a0.3]",0.424,0.3762,0.4049,0.25,0.25,0.775,0.6875,0.4077
"dense+expand_sel[k100,sum,h1,a0.5]",0.2989,0.2435,0.2767,0.1,0.0625,0.65,0.6875,0.285
"dense+expand_sel[k100,sum,h1,a0.8]",0.2378,0.2061,0.2251,0.1,0.0625,0.5,0.375,0.2295
"dense+expand_sel[k100,sum,h1,a1.2]",0.2218,0.1855,0.2073,0.1,0.0625,0.45,0.3125,0.2123
"dense+expand_sel[k100,sum,h1,a2.0]",0.1663,0.1446,0.1576,0.025,0.0,0.425,0.3125,0.1823
"dense+expand_sel[k100,sum,h2,a0.02]",0.5036,0.4144,0.4679,0.35,0.3125,0.725,0.625,0.4288
"dense+expand_sel[k100,sum,h2,a0.05]",0.5123,0.4167,0.474,0.35,0.3125,0.8,0.75,0.4227
"dense+expand_sel[k100,sum,h2,a0.1]",0.5139,0.4184,0.4757,0.35,0.3125,0.8,0.75,0.425
"dense+expand_sel[k100,sum,h2,a0.2]",0.4636,0.3718,0.4269,0.3,0.25,0.775,0.6875,0.383
"dense+expand_sel[k100,sum,h2,a0.3]",0.3889,0.3329,0.3665,0.2,0.1875,0.725,0.6875,0.3605
"dense+expand_sel[k100,sum,h2,a0.5]",0.3118,0.2409,0.2835,0.1,0.0625,0.675,0.6875,0.2908
"dense+expand_sel[k100,sum,h2,a0.8]",0.2166,0.1936,0.2074,0.05,0.0625,0.575,0.625,0.2179
"dense+expand_sel[k100,sum,h2,a1.2]",0.1809,0.1622,0.1734,0.05,0.0625,0.425,0.375,0.1729
"dense+expand_sel[k100,sum,h2,a2.0]",0.1524,0.1427,0.1485,0.05,0.0625,0.4,0.375,0.1616
"dense+expand_sel[k100,mean,h1,a0.02]",0.4837,0.381,0.4426,0.3,0.25,0.7,0.625,0.4201
"dense+expand_sel[k100,mean,h1,a0.05]",0.4965,0.3819,0.4507,0.3,0.25,0.675,0.625,0.4218
"dense+expand_sel[k100,mean,h1,a0.1]",0.4969,0.3843,0.4518,0.325,0.25,0.675,0.625,0.4241
"dense+expand_sel[k100,mean,h1,a0.2]",0.454,0.302,0.3932,0.275,0.1875,0.65,0.625,0.3815
